"longitude","latitude","lastlatency","model_path","detection_confidence"
"4.2793667","50.88826","310.0","models\unrealsim.pt","0.5"
"4.2793725","50.8882594","328.10000002384186","models\unrealsim.pt","0.5"
"4.2793294","50.8882421","325.3000000715256","models\unrealsim.pt","0.5"
"4.2793342","50.8882512","321.2000000476837","models\unrealsim.pt","0.5"
"4.2793192","50.8882298","315.2000000476837","models\unrealsim.pt","0.5"
"4.2793762","50.8882614","322.6999999284744","models\unrealsim.pt","0.5"
"4.2793424","50.8882638","246.60000002384186","models\unrealsim.pt","0.5"
"4.2793371","50.8882633","229.20000004768372","models\unrealsim.pt","0.5"
"4.2793479","50.8882633","206.89999997615814","models\unrealsim.pt","0.5"
"4.2793547","50.8882637","296.2000000476837","models\unrealsim.pt","0.5"
"4.2793757","50.8882623","439.2999999523163","models\unrealsim.pt","0.5"
"","","248.0","models\unrealsim.pt","0.5"
"4.2793897","50.8882601","274.3000000715256","models\unrealsim.pt","0.5"
"4.2793611","50.8882524","259.5","models\unrealsim.pt","0.5"
"4.278941","50.8880851","217.19999992847443","models\unrealsim.pt","0.5"
"4.279344","50.8882193","337.5","models\unrealsim.pt","0.5"
"4.279344","50.8882193","267.89999997615814","models\unrealsim.pt","0.5"
"4.279323","50.8882446","265.7000000476837","models\unrealsim.pt","0.5"
"4.2793623","50.8882578","210.70000004768372","models\unrealsim.pt","0.5"
"4.2793618","50.888258","230.30000007152557","models\unrealsim.pt","0.5"
"4.2793477","50.8882569","293.8000000715256","models\unrealsim.pt","0.5"
"4.2793425","50.8882613","253.20000004768372","models\unrealsim.pt","0.5"
"4.2793353","50.8882615","265.6999999284744","models\unrealsim.pt","0.5"
"4.2793295","50.88826","321.60000002384186","models\unrealsim.pt","0.5"
"4.2793257","50.8882617","394.89999997615814","models\unrealsim.pt","0.5"
"4.2793395","50.8882576","254.40000009536743","models\unrealsim.pt","0.5"
"4.2793454","50.8882567","258.1999999284744","models\unrealsim.pt","0.5"
"4.2793454","50.8882567","265.6999999284744","models\unrealsim.pt","0.5"
